Prof. Leah Nilsen II,88,07 13 32 39,Jørgensvei 07,0599,Lo,Coton de Tulear
Kaja Nilsen,79,+47 13 38 37 17,Bekkestykket 21,7329,Nær,Turkish Van
Mathilde Borge Sr.,47,072 25 473,Granhagen 2,7452,Stav,Trigg Hound
Isak Andersen IV,86,00 83 26 55,Holmsvei 3,0399,Nord,Otterhound
Dr. Joakim Jakobsen,70,39 73 39 63,Nedre Fiolhøgda 5,9345,Fet,Maremmano-Abruzzese Sheepdog
Kristian Lie,66,01461792,Idaveien 30,7836,Fager,Treeing Tennessee Brindle
88,+47 33 06 48 12,Mathiass Vei 5,0777,Vest,Siamese
Even Sæther,69,08898842,Miaveien 9,0750,Stav,Gull Dong
Emma Lunde,41,+47 10 83 43 54,Smedsrudveien 8,4206,Ut,Yakutian Laika
Theodor Moen,26,091 35 136,Emilies Gate 80,9510,Stav,Podenco Canario
Prof. Vilde Finstad,26,03 23 95 90,Bergsgate 20,0723,Gjes,Blue Lacy
Celine Moen,58,19036936,Elvekroken 99,9117,Mal,Czechoslovakian Wolfdog
Even Sørensen,44,+47 00 58 78 11,Østbyveien 7,0829,Vest,Norwegian Forest Cat
Kaja Smogeli II,17,+47 08 73 78 32,Christiansens Vei 80,6184,Sme,Egyptian Mau
Marius Skoglund,18,+47 17 74 07 27,Øvre Klokkerekra 65,0079,Sme,Chausie
Oliver Halvorsen,76,153 09 224,Damløkka 3,0159,Vest,Garafian Shepherd
Sondre Hagen,37,10864377,Mariveien 3,0263,Stor,Donskoy
Ole Borge,91,+47 09 54 89 05,Vegges Vei 17,2524,Lo,Treeing Cur
Sondre Hopland Sr.,49,111 42 432,Evengata 3,3594,Høy,Black Russian Terrier
Tiril Mathisen,63,null,Fossumsvei 28,6402,Lille,Bichon Frisé
Camilla Haugen,71,00938343,Jørgens Gate 28,8133,Stor,Himalayan
Mats Østby,57,045 08 766,Tirils Vei 9,2832,Høy,Russian Blue
Sindre Moe,95,19633705,Østre Vassalléen 9,5992,Lille,Peterbald
Julie Solli,69,223 89 992,Carlsens Gate 58,5623,Inn,Styrian Coarse-haired Hound
Isak Finstad,63,+47 04 39 73 96,Matssvei 71,0307,Fager,Rough Collie
Oda Hopland,45,04982145,Malmskrenten 37,1316,Ut,Ratonero Valenciano
William Fossum,64,06485372,Blåveisstykket 8,1655,Stor,Kaikadi
Kristoffer Wold Jr.,80,12 82 60 82,Filips Gate 3,5704,Ut,Norwegian Lundehund
Marte Østli,61,15555866,Joakimgata 74,2777,Lille,Cane di Oropa
41,+47 44 75 57 78,Sofiesvei 96,3641,Mal,Smooth Collie
Mina Nielsen,41,+47 13 17 12 18,Karolines Vei 78,0737,Nord,Nebelung
Eline Nguyen,50,13 25 60 50,Østre Eikegropa 43,6685,Lille,Selkirk Rex
Dr. Karoline Holm,53,10 19 60 24,Leahs Gate 5,6027,Lo,Birman
74,+47 10 66 38 68,Alexanders Gate 1,0914,Nord,Georgian Shepherd
Dr. Tuva Sørlie III,58,01 13 44 20,Vestre Furustien 0,1667,Nær,American Curl
Nikolai Andersen,32,16137728,Sjøstien 7,7301,Inn,Manx
Ida Gundersen,25,125 22 579,Vestre Litjhagen 54,0416,Sand,Kuvasz
Johannes Bakke,68,12 43 77 66,Gamle Granhaugen 4,9899,Vest,Egyptian Mau
Elise Nilsen,66,109 43 762,Vestre Rognespranget 18,8652,Tand,Exotic Shorthair
Andrea Karlsen,42,+47 13 17 04 82,Furuflata 7,9097,Sme,Tonkinese
Sofie Arnesen,75,195 32 049,Martinsgate 3,5687,Tand,Thai
Anders Jakobsen,89,jcv627vpg,Hestemyrringen 03,2170,Ut,Romanian Raven Shepherd Dog
Filip Haugen,88,11 05 80 37,Natalies Vei 7,2439,Sme,Devon Rex
Sara Gundersen,21,03 25 70 67,Gamle Sjøekra 1,3127,Ut,German Shorthaired Pointer
Sindre Krogh,85,112 06 784,Alexandersvei 09,0247,Stav,Nebelung
Thomas Berntsen,65,00903076,Gamle Torgstranda 45,8305,Inn,Basenji
Martine Fjeld,64,03 78 86 17,Eikegata 0,0763,Stav,Siberian
Tobias Østli,68,+47 14 67 42 22,Tingspranget 11,2222,Lo,American Curl
Mikkel Huseby,73,mji2d0ns,Nguyensvei 8,2842,Tand,Himalayan
Aksel Aalerud,27,115 12 613,Miasgate 54,0578,Sand,American Shorthair
Alexander Torgersen,39,00453413,Haukelidsætersgate 55,8628,Vest,Styrian Coarse-haired Hound
Elias Danielsen,42,+47 15 35 00 70,Johannessens Vei 4,1495,Fet,Savannah
Prof. Thea Haukelidsæter,16,054 84 505,Nedre Rognebråten 1,8635,Nær,Šarplaninac
Håkon Mathisen,69,03 66 78 60,Solstranda 72,0077,Tand,Samoyed
Mathilde Torp,90,yck9gdub,Søndre Granitteggen 66,9636,Sand,Turkish Van
62,51004139,Gamle Fossejordet 79,0932,Nord,Siberian
Kasper Glosli,26,059 68 152,Korsmarka 48,7769,Fager,Tamaskan Dog
Natalie Hopland,44,07628781,Østre Grankollen 05,2499,Inn,Cornish Rex
Adrian Tangen I,28,083 67 844,Heddaveien 2,0903,Sand,Somali
Dr. Theodor Strand,43,05768369,Gamle Heggelia 3,0564,Inn,Komondor
Camilla Nordby,62,+47 14 46 45 44,Alexandersvei 8,5925,Høy,Peterbald
Mats Haukelidsæter,40,045 83 495,Kroghsvei 24,0750,Høy,Devon Rex
Victoria Sæther,52,16422462,Øvre Fiolspranget 64,3656,Fet,Ojos Azules
Dr. Camilla Torgersen III,83,05001165,Moesgate 5,0578,Sand,Anglo-Français de Petite Vénerie
Silje Solheim,16,400 27 733,Gamle Heggestranda 2,1934,Fager,Braque Saint-Germain
Mathilde Eide,40,101 63 147,Blåveislyngen 02,9467,Tand,Kai Ken
Jonathan Dahl III,50,09 74 04 64,Henriksens Vei 3,7127,Nær,Silken Windhound
Emil Fredriksen,60,00 34 27 71,Liesgate 7,0105,Gjes,Bergamasco Shepherd
Dr. Nora Torp,26,01 53 05 68,Jensensgate 48,0071,Vest,Carpathian Shepherd Dog
Ida Henriksen,50,110 14 898,Bakkeveien 97,2584,Tand,Singapura
Mathias Fjeld IV,83,03 05 29 00,Thomasgata 5,8046,Nord,Norfolk Terrier
Martine Myhrer,57,079 14 433,Johansens Gate 8,0786,Tand,Bombay
Kristian Fjeld Sr.,77,104 84 678,Bekkerøa 1,4376,Høy,Kaikadi
Lars Stensrud,19,+47 09 91 02 04,Bjørkeekra 5,0949,Lo,Oriental
Markus Moe,71,07397210,Blåveisberget 81,2882,Mal,Chausie
Adrian Kleven,59,19509536,5051,Ut,Pumi
Tobias Finstad,59,103 69 005,Hoplands Vei 03,5297,Sme,Balinese
Celine Johannessen,88,129 55 533,Furuhaugen 85,0137,Sme,Kai Ken
86,14711697,Hansens Vei 32,8816,Fager,Perro de Presa Canario
Maja Martinsen,67,18397849,Mariuss Gate 68,0348,Tand,Ragdoll
Linnea Halvorsen,46,10 72 72 98,Røedveien 6,3578,Lo,Pampas Deerhound
Mia Andersen II,38,16 87 89 68,Korstoppen 73,0920,Nord,Pointer
Sebastian Fredriksen,55,+47 03 62 79 78,Bergegata 40,5154,Tand,Rottweiler
Jenny Johnsen,74,113 93 042,Larsgata 31,7210,Lo,Birman
Frida Smogeli,56,+47 17 63 73 13,Hannas Vei 5,9643,Ut,Bergamasco Shepherd
Leah Vedvik,66,059 06 684,Fridagata 64,3672,Vest,New Guinea Singing Dog
William Pettersen,62,+47 16 96 44 37,Synnesgate 2,0904,Fet,Singapura
Herman Nordskaug,79,+47 02 03 87 80,Noras Gate 0,0246,Lille,Smalandstövare
Mats Rasmussen IV,76,d0wk8n2nb,Siljesgate 9,2758,Lille,Sabueso Español
Maja Arnesen,69,10288305,Nedre Torgfaret 86,0049,Ut,Maine Coon
Magnus Carlsen,30,+47 13 79 65 05,Rasmussenveien 5,9991,Nær,Volpino Italiano
Herman Andresen,83,vi4fkbysa,Haugensgate 8,6312,Sand,Maine Coon
Marius Nordskaug,80,38051953,Håkons Gate 46,9231,Gjes,Russo-European Laika
Madeleine Skuterud,44,+47 27 65 70 82,0904,Sme,Siamese
Sara Fossum Jr.,86,12859508,Vestre Fossehøgda 0,5233,Sme,Ojos Azules
Julie Arnesen,25,+47 18 39 31 94,Vassjordet 47,7350,Lo,Somali
Jonas Johnsen,45,030 08 216,Kristiangata 6,1701,Lille,Turkish Angora
Eline Kvarme,73,null,Carlsensvei 7,9319,Stav,Afghan Hound
Mia Svendsen,90,016 96 992,Gamle Sjøringen 12,5624,Lo,Turkish Van
Simen Jakobsen,22,+47 02 64 97 23,Mikkels Gate 06,0875,Sand,Thai
Filip Pettersen,17,+47 00 95 58 71,Hestemyrroa 0,9350,Vest,West Siberian Laika
Benjamin Løken,20,null,Søndre Høymarka 45,0493,Fet,Chartreux
Vilde Strand I,82,03 52 38 90,Haukelidsætergata 45,5610,Stav,Donskoy
Herman Jørgensen,89,00816710,Konvalleggen 3,6132,Inn,Havana
Kristoffer Holm Jr.,73,12434920,Christiansensvei 6,0906,Mal,Basset Artésien Normand
Oda Solheim,27,12174010,Furuhavna 95,0056,Sand,German Spitz
Mia Kristensen,23,03 40 67 97,Øvre Geiteryggvika 4,6428,Tand,Vizsla
Prof. Sebastian Thoresen,38,13762956,Bjørkelyngen 90,5517,Nord,Selkirk Rex
Erik Østby,59,+47 01 46 18 22,Eides Gate 6,4666,Inn,Scottish Fold
Adrian Evensen,79,049 06 004,Korsgropa 7,0165,Vest,Saint Bernard
Dr. Lars Andersen,72,054 25 465,Auroras Vei 4,0748,Mal,Chausie
Sunniva Andreassen,66,19464083,Granittløkka 6,0920,Lille,Ragdoll
Filip Pettersen,25,+47 03 50 60 48,Østre Bruskogen 5,3575,Vest,Basque Shepherd Dog
Helene Berg,63,18 06 11 17,Hestemyrstranda 95,3451,Fager,Minskin
Dr. Sofie Ødegård,90,070 47 476,Nedre Granittberget 33,0196,Tand,Vizsla
Mina Rasmussen,48,119 73 414,Theas Gate 63,1335,Sme,Ratonero Valenciano
Jakob Sørlie,22,+47 15 53 41 30,Nilsens Vei 0,0509,Lo,Munchkin
Sander Dahl,22,00182376,Thomassgate 5,8785,Stor,Old English Sheepdog
Erik Sæther IV,45,10 41 75 52,Jensensgate 1,0840,Mal,Braque Francais
Aksel Glosli,30,03 70 23 18,Benjaminsvei 22,4048,Sand,Weimaraner
Linnea Kristensen,87,04 96 31 01,Solduggstykket 7,2811,Lille,Sokoke
Aksel Kristiansen,70,+47 04 61 41 36,Gamle Korshavna 5,2739,Gjes,undefined
Maria Glosli,71,08 04 40 05,Hannasgate 5,4858,Sme,Black and Tan Coonhound
Daniel Fredriksen,57,+47 19 41 12 01,Hagens Vei 76,5483,Stav,Porcelaine
Prof. Linnea Glosli,43,01180767,Øvre Heggesvingen 04,8687,Ut,Cão da Serra de Aires
Benjamin Thoresen II,61,+47 08 06 58 75,Nordbys Vei 93,1739,Fager,Chinese Crested Dog
Oskar Nordskaug,47,+47 10 88 04 02,Smedsrudsgate 59,7216,Stav,Rafeiro do Alentejo
Prof. Mia Solli,50,null,Elisesgate 12,3693,Tand,Yakutian Laika
Elise Gundersen,77,17641766,Malinsvei 4,6837,Ut,Ragdoll
Mathias Solli,36,+47 02 75 84 37,Selmaveien 06,7478,Nord,Cairn Terrier
79,+47 59 01 01 28,Aalerudsvei 20,7116,Vest,American Curl
Isak Evensen,53,+47 13 25 52 79,Anderss Vei 16,2242,Fager,Cantabrian Water Dog
Eline Fredriksen,48,01699009,Brustubben 78,3410,Fager,Russo-European Laika
89,+47 64 07 13 20,Rognehagen 12,9068,Fager,Akita
Isak Pettersen,47,161 86 508,Camillas Vei 8,5820,Fager,Poodle
Victoria Kleven,37,+47 18 50 01 52,Andersveien 99,0664,Nord,Turkish Van
Theodor Berge,90,07 45 32 66,Vestre Blåveisjordet 1,1715,Lille,Berger Picard
Elise Jakobsen,37,+47 19 67 51 05,Oles Vei 9,0776,Vest,Tornjak
Anders Amundsen,43,19 24 90 04,Kuplassen 7,4557,Mal,Russian Blue
Lars Thoresen,28,+47 17 84 52 94,Andresengata 68,5487,Stav,Pungsan Dog
Fredrik Glosli,23,02878146,Elveflata 97,1981,Inn,Cornish Rex
Håkon Borge,91,09 50 79 84,Kaspergata 6,6052,Stor,Thai
Malin Ruud,46,04972610,Pedersensvei 41,7098,Mal,Sphynx
Dr. Thomas Moe,32,+47 16 12 87 15,Fossevika 0,4063,Stor,Shetland Sheepdog
Eirik Nguyen,89,83 78 36 95,Kristineveien 89,0050,Tand,Grand Anglo-Français Tricolore
Emil Nielsen,30,null,Nedre Solduggsvingen 79,0352,Sme,Minskin
Dr. Sondre Solberg Sr.,24,17 96 14 37,Vestre Vassgropa 37,9052,Nær,Rat Terrier
Maja Johannessen,91,+47 06 56 09 45,Celines Vei 09,0437,Gjes,American Wirehair
Oliver Andreassen,37,tmdioi0tp,Thomass Gate 09,0592,Sand,Japanese Bobtail
Maren Torgersen Jr.,29,03 19 30 29,Hannas Vei 8,1748,Stor,Snowshoe
Herman Lunde,71,14 59 36 91,Torgersengata 8,0447,Fager,Burmese
Filip Fossum,63,143 90 946,Tangens Vei 16,0342,Høy,Dogo Sardesco
Prof. Celine Christiansen Sr.,67,534 37 940,Ingridsvei 23,4373,Tand,Beagle-Harrier
Ida Lunde,82,10078753,Eikespranget 4,0078,Vest,Minskin
Nikolai Carlsen,60,+47 18 11 21 56,Malmfaret 48,6006,Stor,Posavac Hound
Simen Karlsen,59,147 35 305,Høystien 01,4509,Stav,New Zealand Heading Dog
74,4exxb3d5,Nedre Damhaugen 6,0153,Høy,LaPerm
Sindre Østli,81,12994696,Østre Damhaugen 99,5475,Ut,Balinese
Frida Jakobsen,87,pzv45tqt9,Sjøfaret 73,8890,Sand,Great Dane
Herman Smogeli,67,dpndqbhi1j,Nedre Heggeholtet 4,3228,Sme,Löwchen
Prof. Thea Johannessen I,37,00459940,Finstads Gate 31,0716,Stav,undefined
Karoline Smogeli,94,null,Camillagata 91,0082,Vest,Nebelung
Mats Torp,84,11 80 92 81,Gamle Bjørkevollen 62,7365,Ut,Maremmano-Abruzzese Sheepdog
Prof. Oliver Henriksen,56,145 29 895,Damstien 98,9928,Gjes,Cornish Rex
Nikolai Løken,84,+47 04 16 00 34,Theodors Vei 2,4758,Gjes,American Curl
Thea Bjørnstad,89,+47 11 98 37 22,Mathildes Vei 70,1147,Vest,Silken Windhound
Even Nordby,30,663 92 846,Søndre Prestetoppen 1,3479,Nord,Bosnian Coarse-haired Hound
Julie Pedersen,34,185 91 047,Lillekroken 16,9223,Høy,Styrian Coarse-haired Hound
Thea Kleven,24,null,Sandraveien 64,0705,Stor,Mountain Feist
Julie Johansen,50,5ooc6l04,Torglunden 00,5289,Lo,Pug
Julie Nielsen,66,080 03 059,Berntsenveien 9,2995,Sme,Ibizan Hound
Kaja Vedvik,77,142 46 937,Nedre Høyvika 9,2860,Gjes,Teddy Roosevelt Terrier
Henrik Huseby,81,19049222,Jakobsens Vei 2,8454,Gjes,Catalan Sheepdog
Camilla Fossum,84,19220863,Finstadsvei 6,7077,Tand,Villano de Las Encartaciones
58,+47 33 35 03 77,Matss Gate 89,3610,Sme,Ragdoll
Emilie Eriksen,25,60 18 61 12,9276,Høy,Abyssinian
Mathilde Haukelidsæter,60,10 14 44 22,Hestemyrkollen 12,3862,Gjes,British Shorthair
Sandra Bjerke,67,00923108,Thoresensvei 49,1798,Sme,Burmese
Karoline Haukelidsæter,20,13 22 83 79,Pettersensvei 3,5564,Lo,Thai
Selma Borge,91,10551251,Mariaveien 2,1871,Nær,Singapura
Emma Fredriksen,70,15 57 53 37,Sofies Gate 3,0463,Lille,Polish Tatra Sheepdog
Prof. Kaja Østli III,26,13317490,Karolinegata 6,0948,Mal,Leonberger
Benjamin Thoresen,72,08 79 51 33,Søndre Solduggengen 3,3557,Ut,Ratonero Murciano de Huerta
Mina Christiansen,16,07030857,Vildeveien 65,3058,Stav,American Bully
Aurora Dahl V,27,+47 15 50 60 40,Simensgate 0,3055,Mal,Greek Shepherd
Selma Dahl,25,12 26 35 60,Sindresgate 48,4630,Stav,Turkish Angora
Herman Kvarme,91,06617605,Kirkeløkka 9,2670,Vest,Sokoke
Elias Pedersen,31,18091254,Bruåsen 99,4288,Fager,Selkirk Rex
Jonathan Glosli,16,+47 16 70 83 53,Øvre Konvallholtet 10,9769,Fet,Manx

Sandra Sørlie,23,012 25 221,Tirilsgate 9,6274,Tand,Oriental
Filip Aas,28,177 80 929,Eidesgate 14,0584,Stor,Galgo Español
Natalie Lunde,92,13324036,Svendsengata 0,3140,Nær,Savannah
Sindre Dahl IV,62,067 26 192,Søndre Fururoa 71,3347,Sme,Devon Rex
Oliver Kleven,59,null,Rognelunden 56,0832,Høy,Pointer
Tuva Østli II,30,15492026,Gamle Malmspranget 9,0549,Stav,Old English Sheepdog
Nora Skoglund,90,10 59 25 79,Gamle Bekkevollen 61,6156,Fager,East European Shepherd
Andrea Torp,69,043 00 825,Nedre Litjbråten 5,1746,Vest,Villano de Las Encartaciones
Nikolai Skuterud,35,+47 16 96 64 64,Nedre Bekkevollen 75,0953,Inn,Snowshoe
Jonathan Nielsen,82,16078533,Damplassen 31,9285,Lo,Sphynx
Kristian Pettersen Jr.,78,null,Søndre Bjørkeholtet 6,5106,Vest,German Shepherd Dog
Amalie Larsen,25,+47 19 69 08 06,Østlisvei 49,3197,Stav,Labrador Retriever
Martine Olsen,51,19866269,Adrians Gate 7,0046,Lille,British Shorthair
Prof. Mathilde Carlsen,44,13101405,Hermans Vei 6,0726,Tand,Serengeti
Tiril Vedvik,48,yb16jfm6o,Kirkevika 16,4764,Lille,Tibetan Mastiff
Benjamin Christiansen,45,040 06 990,Nedre Eikevollen 33,6197,Gjes,Dogue de Bordeaux
Tuva Eriksen,73,000 34 286,Gamle Geiteryggsvingen 6,7758,Tand,American Water Spaniel
Maria Strand,23,+47 02 90 31 70,Øvre Tingalléen 1,1166,Lille,Thai
Dr. Nora Østby,65,+47 52 39 20 91,Bekkevika 23,8838,Gjes,Istrian Coarse-haired Hound
Kristoffer Kleven,56,00267599,Lillehavna 29,0315,Tand,English Toy Terrier
Jenny Aas,59,00 51 58 90,Geiteryggspranget 35,0583,Gjes,Japanese Bobtail
Ole Johansen,27,08 61 67 06,Brualléen 08,6736,Lille,Norwich Terrier
38,486 69 940,Larsenveien 7,0052,Lo,Small Münsterländer
Tuva Svendsen,31,180 35 239,Konvallstubben 8,5009,Stor,Balinese
Theodor Jacobsen,77,04 20 13 69,Pettersengata 7,0679,Stav,Mackenzie River Husky
Eline Glosli,65,12743337,Nedre Geiterygghagen 81,0963,Fet,Cornish Rex
Noah Berge,39,59066773,5799,Sme,Chinook
Mina Andreassen V,43,71 94 02 27,Bakkens Vei 3,8605,Mal,Anglo-Français de Petite Vénerie
Sara Halvorsen,82,19 64 91 29,Damberget 38,1004,Sand,Bombay
Nikolai Larsen,19,034 72 546,Granittstubben 52,0143,Fet,Munchkin
Mina Christiansen,80,81 72 81 47,Sæthers Gate 1,5375,Nær,Braque d'Auvergne
Dr. Marte Haukelidsæter,69,03919227,Veggesvei 32,0848,Fet,Peterbald
Prof. Theodor Skoglund,66,084 54 299,Berglyngen 04,5706,Sand,Barbet
36,33288183,Aasgata 9,1011,Lo,Portuguese Water Dog
Anna Stensrud,81,+47 14 49 02 17,Malmroa 4,0325,Sand,Pixiebob
Anders Svendsen,53,100 60 404,Nedre Geiterygglunden 33,4714,Sme,undefined
Even Borge,45,12290730,Heggehaugen 7,0616,Nær,Montenegrin Mountain Hound
Dr. Ole Nygård,67,19994950,Ruuds Gate 8,4691,Vest,Sphynx
Kasper Aalerud,27,084 44 157,Oskars Gate 66,3666,Inn,Russian Blue
Mina Johannessen,26,14543496,Øvre Vassskogen 8,0760,Sme,Havana
Elias Johannessen,89,172 42 298,Jonass Vei 1,6804,Fet,Snowshoe
Joakim Løken,16,10464091,Vestre Bekkebakken 0,0068,Mal,Indian Spitz
Lucas Lie,36,19 19 09 35,Lundesgate 92,2358,Lo,Jindo
Mathias Solberg,16,19407865,Gamle Kirkemarka 1,5072,Mal,Sphynx
Malin Jacobsen V,17,null,Solhavna 35,1501,Ut,Armant
Daniel Berntsen,35,11pk0bbvnr,Maries Vei 3,0313,Nord,Montenegrin Mountain Hound
Dr. Simen Jensen,63,043 34 212,Damlunden 7,0316,Mal,Chausie
William Bakken II,92,+47 17 26 32 03,Fossemyra 1,3683,Fet,Savannah
Prof. Mina Andresen,83,15 64 03 86,Kirkelyngen 8,8397,Stor,Persian
Jonas Holm,36,022 78 724,Klokkergrenda 49,4432,Inn,Persian
Magnus Olstad,85,169 19 094,Hagensvei 28,0581,Inn,Andalusian Hound
Thomas Johnsen,20,006 52 975,Litjeggen 8,3417,Fager,Exotic Shorthair
Magnus Vegge,47,15381926,Østre Fururoa 06,3251,Sand,Black Mouth Cur
Alexander Sæther,82,16381687,Mathildegata 38,5010,Stav,West Highland White Terrier
Camilla Moen,49,19736459,Nielsens Gate 29,0655,Mal,Australian Terrier
Tuva Kristiansen,69,644 21 333,0419,Stav,Portuguese Pointer
Maria Olsen,47,08474009,Haukelidsætergata 48,0326,Høy,Ocicat
Håkon Stensrud,48,10962597,Gamle Klokkervika 57,6917,Tand,Pachon Navarro
Tiril Skoglund,20,11 95 52 98,Søndre Bruløkka 44,1691,Høy,Basset Artésien Normand
Sara Skuterud,65,01775187,Dambakken 68,6628,Gjes,Old English Sheepdog
Lucas Fjeld,67,15 65 73 73,Søndre Bergstien 2,7448,Sand,Bombay
Kristine Lie,42,13 06 25 01,Jonassvei 21,2184,Nær,Thai
66,849 66 092,Gamle Klokkerløkka 57,0029,Inn,Abyssinian
Amalie Dahl,18,06305736,Østre Konvalltunet 96,0150,Nær,British Shorthair
Prof. Mari Jørgensen,19,029 65 324,Fjelds Vei 91,7179,Sme,Vizsla
Maren Holm,78,+47 16 31 49 87,Gamle Fiolbakken 47,0500,Sme,LaPerm
Sebastian Christiansen,65,05 03 21 85,Fridasvei 42,3084,Lo,Sphynx
Martine Henriksen I,52,+47 06 19 24 17,Adriangata 10,3308,Tand,Brittany
Sandra Berge,38,17 50 55 47,Finstadveien 44,2276,Nord,American Wirehair
Synne Myhrer,71,00584000,Vasshavna 4,2418,Inn,Cavalier King Charles Spaniel
Maren Rasmussen,36,null,Edvardsenveien 9,0179,Mal,Australian Kelpie
Dr. Jonathan Lie,41,+47 09 52 68 33,Bekkebråten 1,1268,Lo,Pumi
Mathilde Andersen,73,194 07 375,Leahveien 37,5665,Lille,English Springer Spaniel
Filip Mathisen,28,147 44 091,Sjøhaugen 7,2782,Lo,Griffon Bleu de Gascogne
Aurora Kristiansen,63,040 11 369,Smedsruds Vei 8,9992,Nær,Ojos Azules
Filip Fossum,35,+47 06 86 29 95,Vestre Blåveislunden 1,9986,Tand,Norwegian Elkhound
Anders Olsen,20,010 80 492,Eikestien 5,0756,Nord,Bombay
Even Arnesen,19,079 69 760,Granittholtet 9,0793,Gjes,Campeiro Bulldog
Mikkel Fossum,37,18274005,Solbergsvei 51,0190,Ut,Mackenzie River Husky
Dr. Eirik Jacobsen,52,71 21 50 41,Østre Malmvika 06,9198,Høy,Segugio dell'Appennino
Sunniva Strand,38,02759677,Jørgensengata 32,8069,Inn,Briard
Mats Sørlie,75,+47 13 47 47 31,Søndre Malmvika 9,7823,Fet,New Guinea Singing Dog
Prof. Isak Hansen,76,09964933,Husebysgate 77,2196,Tand,Toyger
Marius Myhrer,78,+47 03 22 11 85,Øvre Presterøa 76,9751,Nord,Hokkaido
Andrea Edvardsen,77,070 96 836,Eriksensvei 38,4140,Stor,Ojos Azules
Kristine Danielsen,23,080 70 556,Øvre Furujordet 6,0666,Tand,Selkirk Rex
Malin Evensen IV,73,16 92 45 11,Torgløkka 7,0736,Ut,Samoyed
Andreas Bjerke,21,198 82 291,1640,Fager,Sphynx
Mari Jakobsen,20,+47 15 19 36 93,Øvre Solduggmarka 0,0742,Gjes,Saint-Usuge Spaniel
Mina Haukelidsæter,55,080 71 481,Prestefaret 11,0019,Fet,Somali
Fredrik Haukelidsæter,28,718 31 397,6824,Høy,Rampur Greyhound
Simen Nielsen,44,+47 18 91 83 04,Hansens Vei 30,1370,Gjes,Ocicat
Mikkel Østby I,42,+47 05 39 05 65,Gamle Hestemyrlunden 0,6057,Lille,Schweizer Laufhund
Marius Kvarme,47,119 20 127,Eriksenveien 22,0694,Inn,German Wirehaired Pointer
Camilla Andreassen,79,09 82 05 27,Furubakken 55,0532,Lille,Cane Paratore
Håkon Bakken,64,180 04 028,Fossekroken 62,0902,Vest,American Shorthair
Henrik Nilsen Jr.,84,021 18 415,Eidesgate 96,3943,Lille,Himalayan
Aurora Smogeli,59,15 50 09 03,Vassstykket 5,3029,Nord,Chippiparai
Dr. Kaja Lunde,47,009 03 031,Skoglundveien 8,2406,Mal,Russian Blue
Aurora Karlsen,30,+47 16 67 09 49,Moengata 2,0101,Lo,LaPerm
Prof. Oskar Kleven,33,null,Solduggeggen 42,3445,Sand,Chartreux
Sofie Sørlie,75,196 51 604,Fridas Gate 8,4608,Fet,undefined
Lucas Stensrud,15,+47 17 74 21 58,Eikekroken 8,1213,Lille,Cantabrian Water Dog
Jakob Bjerke,29,03 49 59 39,Korsspranget 11,0403,Tand,Maltese
Karoline Mathisen,38,null,Geiteryggsvingen 1,8476,Stav,Irish Water Spaniel
Sara Sørlie,87,072 45 146,Bekkelia 4,9914,Sand,Sokoke
Emma Bjerke,46,00890517,Martines Vei 26,0334,Mal,Basset Fauve de Bretagne
Herman Nygård,29,09213917,Martines Gate 0,5237,Fet,Norwich Terrier
Maren Berg,56,053 36 420,Malmengen 3,4150,Lo,Savannah
86,171 42 130,Høyvollen 45,7843,Stav,Manx
Prof. Helene Østli,73,088 99 545,Vestre Sjøbakken 9,5866,Mal,Grand Anglo-Français Tricolore
Karoline Kleven,45,04655914,Amundsens Gate 07,2724,Lille,undefined
29,46241745,Granittgrenda 38,0664,Nær,Nebelung
Aurora Sørensen,44,15272947,Oskarsgate 4,4317,Ut,Hokkaido
Julie Karlsen,38,v274q54am,Vestre Bergflata 0,0492,Sand,McNab dog
Ingrid Evensen,17,17809279,Helenes Gate 74,1992,Mal,Toyger
Karoline Fredriksen,65,02 23 29 30,Gamle Granittskrenten 80,8760,Stav,Bhotia
Simen Eide,42,+47 17 95 17 67,Veggeveien 81,8204,Gjes,Drever
Joakim Kristensen Sr.,22,+47 71 22 73 14,Larsensgate 17,0042,Sand,Maremmano-Abruzzese Sheepdog
Hanna Skoglund,58,07 61 21 82,Fururøa 9,6511,Vest,Himalayan
Johannes Sørensen,74,139 75 076,Torghaugen 79,4277,Gjes,Billy
Nikolai Hopland III,45,18450111,Furuekra 89,7674,Ut,Sapsali
Mina Martinsen,48,null,Øvre Fossemoen 1,0932,Lo,Slovenský Kopov
Elise Pedersen,33,052 08 416,Kukroken 20,9515,Sme,Serbian Hound
Alexander Haukelidsæter,57,120 28 269,Håkonsgate 1,7440,Nær,Staffordshire Bull Terrier
Camilla Holm,55,3kl7lhcn7,Johannessengata 23,6623,Sme,Peterbald
Joakim Solli,26,15239331,Karlsengata 8,8028,Mal,Maine Coon
Thea Johnsen,34,02 83 59 89,Haugengata 4,3570,Gjes,Smalandstövare
Prof. Maja Røed,66,47 07 27 21,Kajasgate 07,9099,Høy,Grand Anglo-Français Blanc et Noir
Dr. Mia Johansen,64,+47 10 18 25 18,Østre Bekkeløkka 9,1368,Lo,Kintamani
Sofie Dahl,69,038 78 133,Øvre Rogneskrenten 5,0949,Sand,Picardy Spaniel
71,32 72 19 05,Korsekra 3,6252,Høy,Serengeti
